USE_MM,SBWY_ROUT_LN_NM,STTN,HR_4_GET_ON_NOPE,HR_4_GET_OFF_NOPE,HR_5_GET_ON_NOPE,HR_5_GET_OFF_NOPE,HR_6_GET_ON_NOPE,HR_6_GET_OFF_NOPE,HR_7_GET_ON_NOPE,HR_7_GET_OFF_NOPE,HR_8_GET_ON_NOPE,HR_8_GET_OFF_NOPE,HR_9_GET_ON_NOPE,HR_9_GET_OFF_NOPE,HR_10_GET_ON_NOPE,HR_10_GET_OFF_NOPE,HR_11_GET_ON_NOPE,HR_11_GET_OFF_NOPE,HR_12_GET_ON_NOPE,HR_12_GET_OFF_NOPE,HR_13_GET_ON_NOPE,HR_13_GET_OFF_NOPE,HR_14_GET_ON_NOPE,HR_14_GET_OFF_NOPE,HR_15_GET_ON_NOPE,HR_15_GET_OFF_NOPE,HR_16_GET_ON_NOPE,HR_16_GET_OFF_NOPE,HR_17_GET_ON_NOPE,HR_17_GET_OFF_NOPE,HR_18_GET_ON_NOPE,HR_18_GET_OFF_NOPE,HR_19_GET_ON_NOPE,HR_19_GET_OFF_NOPE,HR_20_GET_ON_NOPE,HR_20_GET_OFF_NOPE,HR_21_GET_ON_NOPE,HR_21_GET_OFF_NOPE,HR_22_GET_ON_NOPE,HR_22_GET_OFF_NOPE,HR_23_GET_ON_NOPE,HR_23_GET_OFF_NOPE,HR_0_GET_ON_NOPE,HR_0_GET_OFF_NOPE,HR_1_GET_ON_NOPE,HR_1_GET_OFF_NOPE,HR_2_GET_ON_NOPE,HR_2_GET_OFF_NOPE,HR_3_GET_ON_NOPE,HR_3_GET_OFF_NOPE,JOB_YMD
202502,1호선,서울역,587.0,54.0,8095.0,7283.0,22011.0,47821.0,71085.0,111528.0,119083.0,233868.0,94584.0,152230.0,84901.0,85218.0,102298.0,82794.0,115097.0,92799.0,109127.0,90322.0,95089.0,85159.0,118760.0,95891.0,131583.0,104583.0,201824.0,123994.0,240781.0,144802.0,130836.0,101179.0,93425.0,71725.0,96326.0,64305.0,60849.0,45557.0,30226.0,23594.0,3738.0,6137.0,10.0,165.0,0.0,1.0,0.0,0.0,20250303
202502,1호선,시청,118.0,0.0,1599.0,4243.0,3071.0,22889.0,6368.0,68186.0,9051.0,191547.0,10999.0,85107.0,13447.0,42327.0,18844.0,42591.0,20593.0,41838.0,28762.0,48818.0,37318.0,40985.0,54812.0,29943.0,70702.0,24576.0,97223.0,25438.0,158350.0,22131.0,63896.0,11522.0,51906.0,8153.0,43781.0,6954.0,26386.0,4898.0,8776.0,3061.0,516.0,755.0,0.0,9.0,0.0,0.0,0.0,0.0,20250303
202502,1호선,종각,122.0,2.0,3547.0,5593.0,3485.0,31295.0,5577.0,109649.0,9018.0,263977.0,11609.0,142544.0,16473.0,57461.0,25938.0,56976.0,31357.0,51629.0,40293.0,54005.0,52807.0,44747.0,66184.0,38367.0,86193.0,39617.0,152841.0,44702.0,219914.0,45708.0,97328.0,22693.0,82004.0,11867.0,81549.0,8594.0,57759.0,6006.0,24288.0,3918.0,1779.0,1047.0,0.0,0.0,0.0,0.0,0.0,0.0,20250303
202502,1호선,종로3가,108.0,7.0,2804.0,2329.0,3115.0,10133.0,4404.0,23736.0,7467.0,61192.0,11241.0,58490.0,17583.0,50662.0,27672.0,62718.0,40453.0,63481.0,45989.0,58945.0,55426.0,51359.0,65801.0,43748.0,71869.0,40948.0,83378.0,38041.0,90091.0,37123.0,52900.0,18178.0,43790.0,10109.0,43828.0,7667.0,32713.0,6075.0,13929.0,3711.0,1355.0,1641.0,0.0,14.0,0.0,0.0,0.0,0.0,20250303
202502,1호선,종로5가,28.0,1.0,1654.0,3172.0,2557.0,13681.0,4805.0,37192.0,8800.0,86179.0,11855.0,59565.0,20028.0,50611.0,29896.0,54709.0,37991.0,50748.0,45413.0,49812.0,54223.0,45903.0,58036.0,39002.0,64207.0,36477.0,83596.0,32348.0,88044.0,29087.0,47161.0,16505.0,33930.0,9180.0,30234.0,6543.0,17194.0,4903.0,5306.0,3073.0,310.0,769.0,0.0,1.0,0.0,0.0,0.0,0.0,20250303
202502,1호선,동대문,578.0,9.0,9495.0,1624.0,7824.0,5414.0,12542.0,9392.0,18566.0,17345.0,17600.0,19239.0,15459.0,19875.0,16274.0,23969.0,20303.0,23565.0,23176.0,23096.0,24857.0,22556.0,26267.0,21731.0,26981.0,20634.0,24789.0,19958.0,23237.0,20383.0,16770.0,18443.0,14047.0,13151.0,12113.0,12382.0,9338.0,11983.0,4792.0,8325.0,799.0,2433.0,1.0,223.0,0.0,0.0,0.0,0.0,20250303
202502,1호선,신설동,329.0,14.0,7905.0,1925.0,8253.0,7009.0,19030.0,21732.0,30107.0,49851.0,18301.0,29711.0,16067.0,20103.0,17683.0,17965.0,21358.0,17530.0,22663.0,19265.0,21839.0,18059.0,22888.0,19405.0,27272.0,20556.0,38339.0,22347.0,50276.0,29282.0,19118.0,21404.0,13404.0,14725.0,11391.0,13600.0,7590.0,11598.0,3355.0,7506.0,406.0,2112.0,0.0,0.0,0.0,0.0,0.0,0.0,20250303
202502,1호선,제기동,267.0,0.0,4585.0,2038.0,7775.0,8222.0,19653.0,18456.0,29314.0,34910.0,19588.0,27023.0,20081.0,30118.0,26057.0,40484.0,32801.0,44462.0,36162.0,46341.0,41253.0,42966.0,45920.0,34549.0,45526.0,30605.0,41981.0,25071.0,36492.0,25531.0,18792.0,17379.0,12738.0,11284.0,8271.0,10494.0,5196.0,8824.0,2275.0,5310.0,205.0,1272.0,4.0,0.0,0.0,0.0,0.0,0.0,20250303
202502,1호선,청량리(서울시립대입구),822.0,6.0,9193.0,2704.0,15817.0,8564.0,44622.0,13911.0,54954.0,34378.0,33655.0,29637.0,28786.0,33049.0,34912.0,42438.0,40813.0,43969.0,44872.0,47082.0,48094.0,48074.0,52012.0,44532.0,51733.0,45699.0,48175.0,45464.0,43298.0,55979.0,24655.0,37259.0,19153.0,23131.0,14727.0,21011.0,9308.0,17643.0,3810.0,10801.0,271.0,3244.0,0.0,0.0,0.0,1.0,0.0,0.0,20250303
202502,1호선,동묘앞,134.0,3.0,2148.0,716.0,3171.0,4046.0,7739.0,7182.0,12325.0,13894.0,9845.0,14782.0,10303.0,19122.0,14913.0,27818.0,20822.0,31424.0,27357.0,34553.0,31838.0,31181.0,33926.0,26015.0,33643.0,18908.0,27941.0,13904.0,19310.0,11699.0,9164.0,8728.0,5232.0,5980.0,4484.0,6105.0,3211.0,5622.0,1255.0,3793.0,120.0,1517.0,1.0,207.0,0.0,0.0,0.0,0.0,20250303
202502,2호선,시청,11.0,0.0,977.0,1730.0,1915.0,18884.0,4795.0,69209.0,7914.0,224684.0,12081.0,90719.0,17043.0,29406.0,23487.0,26548.0,22824.0,26590.0,27791.0,30254.0,35297.0,26864.0,44042.0,22344.0,54621.0,19653.0,104901.0,21238.0,170518.0,20847.0,65078.0,11864.0,47139.0,7702.0,40878.0,7226.0,23792.0,5822.0,9209.0,3506.0,1191.0,974.0,0.0,42.0,0.0,0.0,0.0,0.0,20250303
202502,2호선,을지로입구,51.0,4.0,2110.0,2663.0,3939.0,29680.0,9823.0,124995.0,15465.0,333568.0,22823.0,158482.0,29753.0,82893.0,39178.0,68602.0,44212.0,60336.0,54601.0,64465.0,64277.0,57213.0,77537.0,54337.0,94421.0,58730.0,165609.0,65187.0,271224.0,68190.0,133346.0,42772.0,123411.0,28521.0,81041.0,23481.0,62673.0,18403.0,24750.0,10202.0,3363.0,3577.0,4.0,725.0,1.0,1.0,0.0,0.0,20250303
202502,2호선,을지로3가,17.0,3.0,1068.0,1877.0,2579.0,19215.0,5926.0,70314.0,12554.0,165497.0,14980.0,65780.0,19314.0,30348.0,22553.0,27654.0,24518.0,26679.0,27752.0,29859.0,32640.0,26514.0,36533.0,26559.0,47117.0,30282.0,88708.0,35685.0,134922.0,41381.0,56320.0,25778.0,43083.0,15547.0,45584.0,12945.0,37252.0,11222.0,20291.0,6681.0,3445.0,1601.0,0.0,33.0,0.0,1.0,0.0,0.0,20250303
202502,2호선,을지로4가,4.0,0.0,1009.0,859.0,2066.0,11937.0,5319.0,32765.0,10752.0,71839.0,11614.0,35625.0,14807.0,22721.0,17483.0,22566.0,18209.0,20426.0,19867.0,20333.0,22544.0,19000.0,25299.0,18058.0,31669.0,17194.0,57330.0,17937.0,65899.0,18015.0,27448.0,12438.0,17113.0,9280.0,14473.0,8805.0,9889.0,8544.0,4485.0,5113.0,845.0,1550.0,5.0,14.0,0.0,0.0,0.0,0.0,20250303
202502,2호선,동대문역사문화공원(DDP),193.0,37.0,4411.0,946.0,3575.0,7841.0,5551.0,16432.0,11362.0,40332.0,13171.0,29961.0,14589.0,28707.0,16603.0,28746.0,19837.0,28595.0,21836.0,29005.0,25587.0,29649.0,29958.0,27839.0,34646.0,26991.0,44206.0,28302.0,46264.0,33664.0,30589.0,29510.0,23389.0,20791.0,21363.0,16295.0,16975.0,13657.0,8107.0,8082.0,1620.0,2667.0,0.0,63.0,0.0,0.0,0.0,0.0,20250303
202502,2호선,신당,37.0,5.0,4974.0,1035.0,9592.0,6305.0,27334.0,13230.0,48959.0,27094.0,27320.0,20227.0,18178.0,17243.0,17794.0,19314.0,19791.0,20762.0,21423.0,21381.0,21948.0,22480.0,23344.0,24071.0,25346.0,28101.0,28893.0,38814.0,32608.0,55987.0,22155.0,36751.0,17898.0,22911.0,16494.0,20324.0,15059.0,17811.0,7477.0,10836.0,1421.0,3390.0,0.0,3.0,0.0,0.0,0.0,0.0,20250303
202502,2호선,상왕십리,8.0,1.0,5270.0,715.0,12751.0,5418.0,38163.0,9955.0,61426.0,29052.0,35165.0,17354.0,21304.0,13037.0,19023.0,12454.0,19873.0,14069.0,19954.0,15335.0,18003.0,16676.0,18216.0,19649.0,20037.0,23355.0,23552.0,34010.0,25605.0,54324.0,17368.0,36199.0,11626.0,23609.0,9944.0,21615.0,6467.0,19599.0,2583.0,11774.0,461.0,3819.0,0.0,0.0,0.0,0.0,0.0,0.0,20250303
202502,2호선,왕십리(성동구청),518.0,5.0,5179.0,755.0,8193.0,7354.0,22999.0,10532.0,41418.0,24797.0,25009.0,19379.0,17252.0,15499.0,18044.0,16575.0,21361.0,18591.0,22288.0,20065.0,20934.0,20618.0,22752.0,21280.0,26437.0,25321.0,31447.0,35677.0,32901.0,54930.0,21719.0,33253.0,20611.0,21342.0,23051.0,18230.0,22672.0,16914.0,12302.0,11136.0,2335.0,4143.0,0.0,4.0,0.0,0.0,0.0,0.0,20250303
