USE_MM,SBWY_ROUT_LN_NM,STTN,HR_4_GET_ON_NOPE,HR_4_GET_OFF_NOPE,HR_5_GET_ON_NOPE,HR_5_GET_OFF_NOPE,HR_6_GET_ON_NOPE,HR_6_GET_OFF_NOPE,HR_7_GET_ON_NOPE,HR_7_GET_OFF_NOPE,HR_8_GET_ON_NOPE,HR_8_GET_OFF_NOPE,HR_9_GET_ON_NOPE,HR_9_GET_OFF_NOPE,HR_10_GET_ON_NOPE,HR_10_GET_OFF_NOPE,HR_11_GET_ON_NOPE,HR_11_GET_OFF_NOPE,HR_12_GET_ON_NOPE,HR_12_GET_OFF_NOPE,HR_13_GET_ON_NOPE,HR_13_GET_OFF_NOPE,HR_14_GET_ON_NOPE,HR_14_GET_OFF_NOPE,HR_15_GET_ON_NOPE,HR_15_GET_OFF_NOPE,HR_16_GET_ON_NOPE,HR_16_GET_OFF_NOPE,HR_17_GET_ON_NOPE,HR_17_GET_OFF_NOPE,HR_18_GET_ON_NOPE,HR_18_GET_OFF_NOPE,HR_19_GET_ON_NOPE,HR_19_GET_OFF_NOPE,HR_20_GET_ON_NOPE,HR_20_GET_OFF_NOPE,HR_21_GET_ON_NOPE,HR_21_GET_OFF_NOPE,HR_22_GET_ON_NOPE,HR_22_GET_OFF_NOPE,HR_23_GET_ON_NOPE,HR_23_GET_OFF_NOPE,HR_0_GET_ON_NOPE,HR_0_GET_OFF_NOPE,HR_1_GET_ON_NOPE,HR_1_GET_OFF_NOPE,HR_2_GET_ON_NOPE,HR_2_GET_OFF_NOPE,HR_3_GET_ON_NOPE,HR_3_GET_OFF_NOPE,JOB_YMD
202603,1호선,서울역,775.0,44.0,11465.0,11233.0,36857.0,65118.0,117965.0,135583.0,190600.0,267312.0,139774.0,181654.0,118034.0,114805.0,122583.0,108398.0,134531.0,118285.0,127062.0,114243.0,110600.0,107087.0,145038.0,126669.0,164861.0,140167.0,236651.0,173861.0,270184.0,209427.0,153103.0,141978.0,113009.0,102579.0,114758.0,95326.0,76050.0,68437.0,37448.0,34984.0,3735.0,8125.0,15.0,227.0,0.0,0.0,0.0,0.0,20260403
202603,1호선,시청,163.0,1.0,1803.0,6051.0,3975.0,33718.0,8032.0,81910.0,11478.0,225902.0,14856.0,96095.0,17827.0,52004.0,22012.0,49241.0,25952.0,44912.0,32399.0,45700.0,43441.0,34725.0,55403.0,28474.0,69272.0,25973.0,105872.0,27689.0,171960.0,24889.0,68210.0,13238.0,60197.0,9780.0,50598.0,8443.0,33002.0,6054.0,10504.0,3526.0,703.0,878.0,0.0,22.0,0.0,0.0,0.0,0.0,20260403
202603,1호선,종각,95.0,2.0,3899.0,6522.0,4648.0,38328.0,7615.0,127570.0,11527.0,285061.0,15867.0,151103.0,21571.0,70133.0,31547.0,67661.0,38235.0,59694.0,47219.0,58129.0,61307.0,48077.0,77043.0,44858.0,98227.0,46528.0,170910.0,52832.0,231799.0,53341.0,107350.0,28597.0,98814.0,16096.0,99985.0,12079.0,64280.0,7829.0,26529.0,4779.0,1925.0,1235.0,0.0,2.0,0.0,0.0,0.0,0.0,20260403
202603,1호선,종로3가,149.0,7.0,3837.0,3919.0,4568.0,14716.0,7600.0,28412.0,11797.0,65022.0,16690.0,63145.0,23477.0,59615.0,34076.0,69588.0,46284.0,69114.0,50878.0,61746.0,62356.0,56405.0,72048.0,48209.0,80043.0,47568.0,93079.0,44062.0,96617.0,41161.0,59620.0,22272.0,49800.0,13413.0,50839.0,10758.0,37088.0,8488.0,16676.0,5528.0,1594.0,2304.0,2.0,36.0,0.0,0.0,0.0,0.0,20260403
202603,1호선,종로5가,66.0,1.0,1838.0,4826.0,3439.0,20327.0,6596.0,45944.0,12191.0,96926.0,16718.0,68415.0,28064.0,63249.0,39103.0,66776.0,46286.0,61094.0,55434.0,56055.0,65278.0,53570.0,68629.0,44538.0,76557.0,41963.0,95796.0,37456.0,97152.0,34414.0,54321.0,21065.0,40003.0,12608.0,33924.0,9433.0,19945.0,6889.0,5765.0,4421.0,395.0,1036.0,0.0,2.0,0.0,0.0,0.0,0.0,20260403
202603,1호선,동대문,727.0,14.0,10804.0,1943.0,9387.0,6880.0,17052.0,12734.0,24249.0,22144.0,23953.0,23976.0,21377.0,26819.0,22029.0,30770.0,25298.0,30066.0,28190.0,29283.0,31393.0,28840.0,33076.0,27777.0,33668.0,26941.0,31903.0,26722.0,30135.0,27363.0,23056.0,26092.0,19783.0,18312.0,17164.0,17531.0,13338.0,16372.0,6634.0,10663.0,1148.0,3292.0,1.0,351.0,0.0,0.0,0.0,0.0,20260403
202603,1호선,신설동,462.0,16.0,8676.0,2156.0,10811.0,9410.0,24447.0,26979.0,36557.0,55567.0,24377.0,34153.0,21950.0,22738.0,23370.0,21052.0,25000.0,21190.0,26639.0,22459.0,26081.0,20764.0,28123.0,23052.0,32362.0,24997.0,45561.0,28910.0,53975.0,35341.0,23264.0,25794.0,16177.0,18975.0,14463.0,17941.0,9974.0,15326.0,4178.0,9769.0,591.0,2668.0,0.0,2.0,0.0,0.0,0.0,0.0,20260403
202603,1호선,제기동,364.0,0.0,5177.0,2499.0,9194.0,10037.0,22454.0,19831.0,33114.0,38884.0,24607.0,32133.0,25182.0,35900.0,31579.0,45206.0,37455.0,47020.0,41695.0,49348.0,46777.0,45625.0,47826.0,38542.0,47179.0,35996.0,45383.0,30171.0,38567.0,29374.0,21441.0,19391.0,14307.0,13250.0,9484.0,12710.0,5587.0,10007.0,2180.0,6000.0,185.0,1628.0,0.0,0.0,0.0,0.0,0.0,0.0,20260403
202603,1호선,청량리(서울시립대입구),1203.0,53.0,11190.0,2838.0,19865.0,10438.0,53645.0,18849.0,63055.0,43987.0,39650.0,44554.0,36281.0,44486.0,41808.0,54120.0,51122.0,57205.0,53164.0,57797.0,57687.0,56219.0,62330.0,53983.0,67296.0,54186.0,59870.0,57174.0,51281.0,65870.0,31231.0,44053.0,24416.0,27185.0,19282.0,25810.0,12133.0,22274.0,4891.0,13293.0,361.0,4409.0,1.0,8.0,0.0,1.0,0.0,0.0,20260403
202603,1호선,동묘앞,168.0,3.0,3038.0,1024.0,4442.0,5924.0,9248.0,11691.0,14853.0,24551.0,12899.0,18511.0,15224.0,26309.0,19399.0,35364.0,26682.0,38720.0,36332.0,42503.0,39391.0,37339.0,41258.0,31397.0,41311.0,23190.0,36418.0,16403.0,24511.0,14660.0,12677.0,10291.0,6848.0,7734.0,6054.0,7389.0,3918.0,7499.0,1466.0,5004.0,125.0,2222.0,2.0,268.0,0.0,0.0,0.0,0.0,20260403
