USE_MM,SBWY_ROUT_LN_NM,STTN,HR_4_GET_ON_NOPE,HR_4_GET_OFF_NOPE,HR_5_GET_ON_NOPE,HR_5_GET_OFF_NOPE,HR_6_GET_ON_NOPE,HR_6_GET_OFF_NOPE,HR_7_GET_ON_NOPE,HR_7_GET_OFF_NOPE,HR_8_GET_ON_NOPE,HR_8_GET_OFF_NOPE,HR_9_GET_ON_NOPE,HR_9_GET_OFF_NOPE,HR_10_GET_ON_NOPE,HR_10_GET_OFF_NOPE,HR_11_GET_ON_NOPE,HR_11_GET_OFF_NOPE,HR_12_GET_ON_NOPE,HR_12_GET_OFF_NOPE,HR_13_GET_ON_NOPE,HR_13_GET_OFF_NOPE,HR_14_GET_ON_NOPE,HR_14_GET_OFF_NOPE,HR_15_GET_ON_NOPE,HR_15_GET_OFF_NOPE,HR_16_GET_ON_NOPE,HR_16_GET_OFF_NOPE,HR_17_GET_ON_NOPE,HR_17_GET_OFF_NOPE,HR_18_GET_ON_NOPE,HR_18_GET_OFF_NOPE,HR_19_GET_ON_NOPE,HR_19_GET_OFF_NOPE,HR_20_GET_ON_NOPE,HR_20_GET_OFF_NOPE,HR_21_GET_ON_NOPE,HR_21_GET_OFF_NOPE,HR_22_GET_ON_NOPE,HR_22_GET_OFF_NOPE,HR_23_GET_ON_NOPE,HR_23_GET_OFF_NOPE,HR_0_GET_ON_NOPE,HR_0_GET_OFF_NOPE,HR_1_GET_ON_NOPE,HR_1_GET_OFF_NOPE,HR_2_GET_ON_NOPE,HR_2_GET_OFF_NOPE,HR_3_GET_ON_NOPE,HR_3_GET_OFF_NOPE,JOB_YMD
202503,6호선,연신내,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,5.0,0.0,8.0,0.0,2.0,0.0,4.0,0.0,5.0,0.0,3.0,0.0,1.0,0.0,7.0,0.0,8.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20250403
202503,1호선,서울역,672.0,53.0,10025.0,9052.0,26032.0,57132.0,86883.0,123684.0,143737.0,247797.0,113291.0,171834.0,102970.0,101836.0,114624.0,98072.0,129046.0,107448.0,123079.0,105198.0,109968.0,102172.0,142017.0,116119.0,155142.0,123026.0,224250.0,147161.0,258374.0,167759.0,146297.0,118386.0,105690.0,85808.0,109022.0,79852.0,72193.0,55517.0,36881.0,28364.0,3694.0,8024.0,7.0,178.0,0.0,0.0,0.0,0.0,20250403
202503,1호선,시청,86.0,1.0,1997.0,5455.0,3779.0,25804.0,7720.0,74701.0,11314.0,200167.0,14188.0,92108.0,16166.0,50716.0,20929.0,54949.0,24735.0,60274.0,35057.0,67318.0,52476.0,53296.0,68946.0,37916.0,84969.0,29936.0,113670.0,29450.0,168241.0,26375.0,68103.0,14680.0,59765.0,9747.0,51204.0,8940.0,30091.0,6282.0,9895.0,3996.0,498.0,1158.0,1.0,35.0,0.0,1.0,0.0,0.0,20250403
202503,1호선,종각,141.0,2.0,4180.0,6021.0,4437.0,34064.0,7104.0,115139.0,10725.0,266675.0,14121.0,147969.0,19623.0,63030.0,29170.0,65201.0,34951.0,61950.0,45859.0,65784.0,63608.0,54757.0,78728.0,50818.0,97364.0,49607.0,168100.0,53785.0,228342.0,53144.0,115665.0,27776.0,110485.0,15161.0,98819.0,10583.0,63949.0,7445.0,26425.0,4664.0,1796.0,1353.0,0.0,0.0,0.0,0.0,0.0,0.0,20250403
202503,1호선,종로3가,207.0,20.0,3687.0,2495.0,4045.0,11669.0,5769.0,26192.0,9993.0,65805.0,15492.0,63964.0,22747.0,57540.0,32716.0,73006.0,47103.0,73880.0,51616.0,67297.0,64679.0,58930.0,73883.0,51477.0,82835.0,48495.0,96394.0,45169.0,100356.0,43308.0,70315.0,23029.0,60452.0,13722.0,55627.0,10508.0,39395.0,7968.0,17254.0,5468.0,1550.0,2286.0,1.0,43.0,0.0,0.0,0.0,0.0,20250403
202503,1호선,종로5가,26.0,0.0,2044.0,3461.0,3009.0,15760.0,5834.0,40194.0,10932.0,88880.0,15505.0,64218.0,25357.0,60707.0,36367.0,66123.0,46154.0,60889.0,54339.0,56873.0,64966.0,54139.0,68714.0,47320.0,74216.0,42108.0,91005.0,38193.0,93417.0,34652.0,55812.0,21303.0,39794.0,12934.0,34065.0,9059.0,20880.0,6475.0,6010.0,4064.0,428.0,1125.0,0.0,0.0,0.0,0.0,0.0,0.0,20250403
202503,1호선,동대문,551.0,17.0,11164.0,1862.0,9327.0,6671.0,17135.0,11777.0,22194.0,20696.0,21800.0,22652.0,19393.0,24877.0,20419.0,29536.0,24430.0,29321.0,27393.0,27712.0,30689.0,26549.0,30933.0,26049.0,30637.0,25146.0,29002.0,24908.0,26885.0,25140.0,20635.0,24186.0,18028.0,17082.0,15728.0,16150.0,12205.0,15212.0,6150.0,10066.0,1041.0,3207.0,5.0,305.0,0.0,0.0,0.0,0.0,20250403
202503,1호선,신설동,393.0,14.0,9035.0,2193.0,9588.0,8404.0,22160.0,25628.0,33587.0,54696.0,22536.0,32454.0,21182.0,23150.0,22406.0,20924.0,25077.0,20627.0,26126.0,21833.0,25785.0,20702.0,27305.0,22474.0,31501.0,24534.0,44132.0,27075.0,54125.0,32791.0,22242.0,24493.0,15387.0,18013.0,13853.0,17181.0,9665.0,14519.0,4096.0,9287.0,461.0,2796.0,0.0,0.0,0.0,0.0,0.0,0.0,20250403
202503,1호선,제기동,318.0,4.0,5360.0,2298.0,8886.0,9937.0,22627.0,20426.0,32495.0,37507.0,23071.0,31687.0,24903.0,37992.0,32407.0,49281.0,39143.0,51671.0,43216.0,52442.0,49145.0,49655.0,52943.0,40817.0,51666.0,36774.0,46644.0,30673.0,40635.0,28118.0,22361.0,19617.0,14744.0,13211.0,9430.0,12457.0,5798.0,10395.0,2560.0,6369.0,209.0,1521.0,0.0,2.0,0.0,0.0,0.0,0.0,20250403
202503,1호선,청량리(서울시립대입구),985.0,11.0,10222.0,2822.0,17709.0,10263.0,49787.0,17258.0,59152.0,41097.0,38064.0,38597.0,34394.0,40269.0,41227.0,49710.0,47659.0,51151.0,51684.0,53620.0,55384.0,55284.0,59761.0,53056.0,60867.0,52457.0,56627.0,54952.0,49741.0,62968.0,29638.0,41019.0,22531.0,26939.0,17575.0,25152.0,11399.0,21022.0,4676.0,12359.0,369.0,3757.0,2.0,4.0,0.0,0.0,0.0,0.0,20250403
202503,1호선,동묘앞,137.0,2.0,2717.0,856.0,3775.0,5156.0,9123.0,10795.0,14142.0,23544.0,12662.0,19171.0,14029.0,25980.0,19060.0,35898.0,27454.0,38749.0,36771.0,43791.0,42688.0,37101.0,40697.0,30978.0,39278.0,23321.0,36047.0,17357.0,25075.0,13822.0,12066.0,10078.0,6560.0,7403.0,5624.0,7318.0,4129.0,6811.0,1470.0,4940.0,151.0,2079.0,1.0,227.0,0.0,0.0,0.0,0.0,20250403
202503,2호선,시청,13.0,0.0,1079.0,2010.0,2293.0,20993.0,5433.0,73692.0,9438.0,226007.0,14962.0,94253.0,20579.0,32136.0,25633.0,30428.0,25258.0,32854.0,32080.0,37459.0,42641.0,32126.0,52189.0,26423.0,63831.0,22598.0,114112.0,24518.0,173725.0,24095.0,67873.0,13952.0,51700.0,9342.0,45320.0,8763.0,26434.0,7022.0,9801.0,4480.0,1242.0,1396.0,3.0,76.0,0.0,0.0,0.0,0.0,20250403
202503,2호선,을지로입구,76.0,2.0,2496.0,3027.0,4536.0,31591.0,11253.0,127945.0,19753.0,332467.0,31623.0,170030.0,38599.0,92514.0,46120.0,78247.0,51466.0,70752.0,62397.0,73748.0,75633.0,69774.0,91189.0,67303.0,108095.0,70000.0,180383.0,79382.0,279333.0,79023.0,142302.0,53227.0,137679.0,36437.0,94189.0,29305.0,71679.0,22410.0,29052.0,12398.0,3528.0,4656.0,2.0,845.0,0.0,0.0,0.0,0.0,20250403
202503,2호선,을지로3가,20.0,0.0,1250.0,1889.0,2832.0,20790.0,7018.0,72220.0,14792.0,166757.0,20870.0,69983.0,25497.0,35974.0,27009.0,31485.0,28593.0,30299.0,31151.0,33476.0,37776.0,30760.0,40712.0,30988.0,52443.0,35798.0,94012.0,42169.0,138190.0,47253.0,61108.0,31372.0,48655.0,19632.0,50840.0,16204.0,41858.0,14181.0,22956.0,9078.0,3583.0,2296.0,0.0,76.0,0.0,0.0,0.0,0.0,20250403
202503,2호선,을지로4가,8.0,0.0,1194.0,1096.0,2357.0,13790.0,6455.0,34507.0,13335.0,75368.0,16017.0,39025.0,19734.0,26500.0,21630.0,26432.0,21667.0,24342.0,24455.0,24308.0,27739.0,23249.0,30330.0,21982.0,36821.0,21740.0,61533.0,22285.0,69228.0,22381.0,31248.0,15945.0,20131.0,12265.0,16861.0,11480.0,11423.0,10926.0,5775.0,7205.0,950.0,1749.0,3.0,45.0,0.0,0.0,0.0,0.0,20250403
202503,2호선,동대문역사문화공원(DDP),247.0,23.0,5007.0,1198.0,4305.0,8689.0,7200.0,23579.0,13921.0,46585.0,17212.0,32917.0,19278.0,33130.0,21025.0,33054.0,24115.0,33612.0,26291.0,33373.0,30082.0,34181.0,37569.0,33544.0,42720.0,32749.0,49579.0,35274.0,49752.0,40406.0,34490.0,37024.0,27915.0,27684.0,26440.0,22185.0,20634.0,18476.0,11062.0,11247.0,2173.0,3557.0,3.0,99.0,4.0,4.0,0.0,0.0,20250403
202503,2호선,신당,52.0,10.0,5592.0,1191.0,10837.0,7580.0,30641.0,15826.0,53535.0,30753.0,30571.0,22486.0,21705.0,19466.0,20773.0,22392.0,23700.0,22834.0,24977.0,23756.0,24562.0,25287.0,26864.0,28114.0,28911.0,32905.0,31682.0,41871.0,34689.0,58894.0,24894.0,40923.0,19743.0,26344.0,19268.0,23420.0,16763.0,21056.0,8258.0,12249.0,1501.0,3795.0,2.0,59.0,0.0,0.0,0.0,0.0,20250403
202503,2호선,상왕십리,13.0,2.0,5860.0,728.0,14355.0,6375.0,43632.0,11832.0,67490.0,31729.0,38362.0,18545.0,24974.0,15138.0,22027.0,13723.0,23780.0,15389.0,22501.0,17657.0,20400.0,19057.0,21163.0,23718.0,23130.0,28555.0,26304.0,38113.0,27424.0,57337.0,19648.0,38717.0,13049.0,27104.0,11622.0,25107.0,7757.0,22693.0,3082.0,13444.0,442.0,4120.0,0.0,51.0,0.0,0.0,0.0,0.0,20250403
202503,2호선,왕십리(성동구청),579.0,1.0,6118.0,955.0,9615.0,9095.0,26102.0,14435.0,45381.0,28685.0,27657.0,22103.0,20643.0,17808.0,20554.0,18662.0,24670.0,20703.0,25230.0,22380.0,25111.0,22993.0,28933.0,25455.0,34654.0,29826.0,38347.0,41586.0,38345.0,60673.0,26675.0,38333.0,25649.0,25825.0,28434.0,22946.0,29320.0,21003.0,17548.0,14874.0,3260.0,5066.0,2.0,88.0,0.0,0.0,0.0,0.0,20250403
